year,budget_type,city_abc,expense_category,division_board,consultants_name,description_of_the_work,expenditure
2020,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Police Service,Edelman P.R. Worldwide Canada Inc.,To develop and deliver strategic communication plans for the Culture Change Program.,189836
2020,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Police Service,"Galabuzi, Grace-Edward","To assist the T.P.S. in developing curriculum for the delivery of race-based data collection, training, and conduct an assessment and evaluation of Anti-Black Racism training.",4070
2020,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Police Service,Gallager McDowall Associates,To review and evaluate submissions for new and existing civilian positions and make recommendations.,11754
2020,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Police Service,Goodwin Consulting Service Inc,"To provide communications advice, on urgent basis, to assist with time-sensitive projects.",15371
2020,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Police Service,Mercer (Canada) Limited,To develop employee benefits strategies and recommendations on the employee health program.,6087
2020,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Police Service,Wellesley Institute,"To provide support on key T.P.S. projects managed by the Equity, Inclusion and Human Rights unit to inform T.P.S' race-based strategy, the unit's overall strategy and a systemic review of T.P.S.' recruitment processes.",105389
2020,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Police Service,Borden Ladner Gervais L.L.P.,"To provide input, analysis, research and assist in drafting materials for the Ontario Human Rights Tribunal (O.H.R.T.) application.",9904
2020,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Police Service,"Butt, David",To provide consultation on getting possible injuction.,3425
2020,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Police Service,"Henein, Hutchison L.L.P.",To provide legal advice and consultation on alleged forgery of will and reward protocols.,5449
2020,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Police Service,"Henein, Hutchison L.L.P.",To provide consultation and legal advice on various issues surrounding O.H.R.C. inquiry.,224357
2020,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Police Service,Lerners L.L.P.,"To provide consultation regarding underlying litigation and criminal proceedings, considering procedural steps and possible injuction.",4630
2020,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Police Service,Lerners L.L.P.,To provide consultation on possible libel suit and defamation for a T.P.S. member.,8360
2020,OPERATING,Agencies and Corporations,Creative Communications,Toronto Police Service,Navigator Limited,To provide strategic communication advice in relation to Policing Reform.,87421
2020,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Police Services Board,Barnes Management Group,To assist in the Board's strategic planning and goal setting.,3562
2020,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Police Services Board,Hicks Morley Hamilton Stewart Storie,To provide expert advice/legal opinion on general employment and labour relations issues.,49764
2020,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Police Services Board,J Wallace Skelton Consulting,"To provide in the development of Transgender inclusive policies, procedures, orders, forms and training.",51230
2020,OPERATING,Agencies and Corporations,Information Technology,Toronto Public Library Board,BDO Canada LLP,To provide Fairness Commissioner Services for three IT related competitive procurements.,9845
2020,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Public Library Board,Read Jones Christoffersen Ltd.,Professional engineering assessment and recommendations for the repair or replacement of the accessible ramp at Yorkville branch.,4274
2020,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Public Library Board,CYR & Associates Inc,Job evaluation and pay equity compliance services,2463
2020,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Public Library Board,Innovative Pathways,Business Planning,7632
2020,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Public Library Board,KPMG LLP,Pandemic Recovery Strategy and Roadmap Planning,132288
2020,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Public Library Board,NGL Nordicity Group LTD,To provide a data analysis report on bridge technology impact for public libraries across Ontario.,22082
2020,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Public Library Board,Hill and Knowlton Canada,Toronto Public Library - Stakeholder Communications and Framework,15264
2020,OPERATING,Agencies and Corporations,Creative Communications,Toronto Public Library Board,Trajectory Brands Inc.,To provide concepts for donor wall design for Toronto Reference Library,4834
2020,OPERATING,Agencies and Corporations,Creative Communications,Toronto Public Library Board,Trajectory Brands Inc.,Fees for creative support of strategic plan,1908
2020,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,Scot Wortley Consulting,Provided a Racial Equity Impact Assessment (REIA) of the TTC Transit Enforcement Unit.,32019
2020,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,Akwasi Owusu-Bempah,Provided a Racial Equity Impact Assessment (REIA) of the TTC Transit Enforcement Unit.,34770
2020,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,Stantec Consultants Inc.,"Provided business case development, project support and execution, proof of concept and full roll out for Corporate Camera Strategy Program.",336605
2020,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,WSP Canada Inc.,Provided consulting to support the Light Rail (LRT) Transit Operations start-up.,214082
2020,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,Dillon Consulting,"Provided service Integration and review TTC and 905 agency cross-boundary service to identify efficiencies
that could be achieved with greater coordination and
changes to legislation and labour contracts.",37633
2020,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,Mott MacDonald Canada Ltd.,Provided Consulting services to develop TTC's 5-Year Fare Policy.,151917
2020,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,Clever Consulting Group,Provided consultant services required to develop TTC's 10-Year Fare Collection Outlook.,119713
2020,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,Optimus SBR Inc.,Supported business case development,666372
2020,OPERATING,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,Ernst & Young LLP,"Provided advice on development of business continuity and emergency management frameworks, conducted business impact analysis and finalizing continuity of operations plans",61300
2020,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Transit Commission,Willms & Shier Environmental Lawyers,Provided advice on TTC's environmental legal services for tank system audit,228692
2020,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Transit Commission,Koskie Minsky LLP,"Provided advice on development of anti-racism strategy and implementation plan, including diversity, recruitment, job postings, outreach strategy and training.",72013
2020,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Transit Commission,Miller Thomson LLP,Provided advice and conduct investigations into workplace/human rights related matters,128200
2020,OPERATING,Agencies and Corporations,Legal (External Lawyers & Planners),Toronto Transit Commission,Rubin Thomlinson,Provided advice and conduct investigations into workplace/human rights related matters,39841
